geometry,edit,control,delta,rho,seed,status,regime,support_norm,frac_within,decay_length,residual_fraction,floored_fraction,converged,n_iters,energy_final,pin_path,error_msg
bar,static_far,mask,-0.04,1.0,0,ok,contained,0.21549731455675133,0.5757456246940829,1.4201801774824934,0.43446492519738683,0.0,True,63,0.02124702570030319,,
bar,static_far,mask,-0.04,1.0,1,ok,contained,0.2133035963577778,0.5777506655466483,1.4008826854013408,0.43872254660803506,0.0,True,63,0.02669101451409203,,
bar,static_far,mask,-0.04,1.0,2,ok,contained,0.21524589899994415,0.5759183288493771,1.4814456470901094,0.4293336753151517,0.0,True,81,0.020375434728405518,,
bar,static_far,mask,-0.02,1.0,0,ok,contained,0.21549731455675133,0.5757456246940829,1.4201801774824934,0.43446492519738683,0.0,True,63,0.02124702570030319,,
bar,static_far,mask,-0.02,1.0,1,ok,contained,0.2133035963577778,0.5777506655466483,1.4008826854013408,0.43872254660803506,0.0,True,63,0.02669101451409203,,
bar,static_far,mask,-0.02,1.0,2,ok,contained,0.21524589899994415,0.5759183288493771,1.4814456470901094,0.4293336753151517,0.0,True,81,0.020375434728405518,,
bar,static_far,mask,0.0,1.0,0,ok,contained,0.21549731455675133,0.5757456246940829,1.4201801774824934,0.43446492519738683,0.0,True,63,0.02124702570030319,,
bar,static_far,mask,0.0,1.0,1,ok,contained,0.2133035963577778,0.5777506655466483,1.4008826854013408,0.43872254660803506,0.0,True,63,0.02669101451409203,,
bar,static_far,mask,0.0,1.0,2,ok,contained,0.21524589899994415,0.5759183288493771,1.4814456470901094,0.4293336753151517,0.0,True,81,0.020375434728405518,,
bar,static_far,mask,0.02,1.0,0,ok,contained,0.21549731455675133,0.5757456246940829,1.4201801774824934,0.43446492519738683,0.0,True,63,0.02124702570030319,,
bar,static_far,mask,0.02,1.0,1,ok,contained,0.2133035963577778,0.5777506655466483,1.4008826854013408,0.43872254660803506,0.0,True,63,0.02669101451409203,,
bar,static_far,mask,0.02,1.0,2,ok,contained,0.21524589899994415,0.5759183288493771,1.4814456470901094,0.4293336753151517,0.0,True,81,0.020375434728405518,,
bar,static_far,mask,0.04,1.0,0,ok,contained,0.21549731455675133,0.5757456246940829,1.4201801774824934,0.43446492519738683,0.0,True,63,0.02124702570030319,,
bar,static_far,mask,0.04,1.0,1,ok,contained,0.2133035963577778,0.5777506655466483,1.4008826854013408,0.43872254660803506,0.0,True,63,0.02669101451409203,,
bar,static_far,mask,0.04,1.0,2,ok,contained,0.21524589899994415,0.5759183288493771,1.4814456470901094,0.4293336753151517,0.0,True,81,0.020375434728405518,,
bar,static_far,mask,-0.04,4.0,0,ok,contained,0.2112360060235634,0.5840755963289752,1.297160439544587,0.39996696189179864,0.0,True,81,0.031998844418182334,,
bar,static_far,mask,-0.04,4.0,1,ok,contained,0.2080821689702673,0.5896782403205979,1.2722744218421358,0.3966258068235545,0.0,True,78,0.04039764333796501,,
