geometry,edit,K,gamma_norm,seed,status,regime,support_norm,frac_within,decay_length,residual_fraction,floored_fraction,is_degenerate,kernel_live,n_edges,converged,energy_final,error_msg
bar,bar_bend,8,1.0,0,ok,global,,,3.823602393076368,1.5324537098402393,0.0,False,True,9525,True,0.0035822940423702776,
bar,bar_bend,8,1.0,1,ok,global,,,3.722905500438294,1.5495850787287921,0.0,False,True,9545,True,0.0031721513963667318,
bar,bar_bend,8,1.0,2,ok,global,,,3.718043859419407,1.397894685845568,0.0,False,True,9517,True,0.004062985241932098,
bar,bar_bend,8,2.0,0,ok,global,,,3.820024775251424,1.5468803014698516,0.0,False,True,9525,False,0.0017452663537326292,
bar,bar_bend,8,2.0,1,ok,global,,,3.688371497810468,1.558777654420005,0.0,False,True,9545,True,0.0015699158933039595,
bar,bar_bend,8,2.0,2,ok,global,,,3.745868229996783,1.4026836927268087,0.0,False,True,9517,True,0.0020462218723982513,
bar,bar_bend,8,3.0,0,ok,global,,,3.8049161369878735,1.559158878769009,0.0,False,True,9525,False,0.0008858903891693438,
bar,bar_bend,8,3.0,1,ok,global,,,3.6345192352941935,1.563484617828547,0.0,False,True,9545,False,0.0008086884092575863,
bar,bar_bend,8,3.0,2,ok,global,,,3.7497446046758185,1.4108516859885294,0.0,False,True,9517,False,0.0010635537433319067,
bar,bar_bend,8,5.0,0,ok,global,,,3.7525242724875283,1.565853470361662,0.0,False,True,9525,False,0.00025733928052928723,
bar,bar_bend,8,5.0,1,ok,global,,,3.46640623610405,1.5510240969788631,0.0,False,True,9545,False,0.00023931748702534663,
bar,bar_bend,8,5.0,2,ok,global,,,3.6854100484545897,1.4385680813720267,0.0,False,True,9517,False,0.0003199179126167469,
bar,bar_bend,8,20.0,0,ok,global,,,9.561729284703155,1.5265849878431694,0.12188976377952757,False,True,9525,False,4.726208550844662e-06,
bar,bar_bend,8,20.0,1,ok,contained,0.5089370917347918,0.27712029584284503,9.453796957365633,0.997122296321379,0.12090099528548978,False,True,9545,False,5.133593866610829e-06,
bar,bar_bend,8,20.0,2,ok,global,,,9.498700267360478,1.5783046581792695,0.11442681517284858,False,True,9517,False,5.02686827199701e-06,
bar,bar_bend,8,50.0,0,ok,degenerate,,,9.561729284703155,1.0807158151635619,0.6992125984251969,True,False,9525,False,3.5035250926305583e-07,
bar,bar_bend,8,50.0,1,ok,degenerate,,,9.453796957365633,1.1044566560008051,0.6998428496595076,True,False,9545,False,5.010760132001942e-07,
bar,bar_bend,8,50.0,2,ok,degenerate,,,9.498700267360478,1.3854530923199704,0.6942313754334349,True,False,9517,True,8.97119559397469e-09,
bar,bar_bend,12,1.0,0,ok,global,,,3.8321056811147423,1.4895342708917692,0.0,False,True,14102,True,0.0069435798485207425,
bar,bar_bend,12,1.0,1,ok,global,,,3.724054158438047,1.4868035913619417,0.0,False,True,14074,True,0.006184665573803004,
bar,bar_bend,12,1.0,2,ok,global,,,3.7118727195172245,1.3905213469756967,0.0,False,True,14045,True,0.007377989712191949,
bar,bar_bend,12,2.0,0,ok,global,,,3.82785408376887,1.524061251915156,0.0,False,True,14102,True,0.0028569355612057382,
bar,bar_bend,12,2.0,1,ok,global,,,3.6853501321492055,1.5088335431756357,0.0,False,True,14074,True,0.0025566338142821044,
bar,bar_bend,12,2.0,2,ok,global,,,3.7429441764565277,1.3946489115586307,0.0,False,True,14045,True,0.003185596406814045,
bar,bar_bend,12,3.0,0,ok,global,,,3.821189592313538,1.5483954418563306,0.0,False,True,14102,False,0.0012757361175667733,
bar,bar_bend,12,3.0,1,ok,global,,,3.6463630864069954,1.521018696364054,0.0,False,True,14074,True,0.0011504769793441079,
bar,bar_bend,12,3.0,2,ok,global,,,3.765057661625831,1.4009836768700026,0.0,False,True,14045,False,0.0014770939331220164,
bar,bar_bend,12,5.0,0,ok,global,,,3.7748785669116023,1.5684043843974025,0.0,False,True,14102,False,0.0003130227824948218,
bar,bar_bend,12,5.0,1,ok,global,,,3.491999413505446,1.524889770508947,0.0,False,True,14074,False,0.0002867387786643869,
bar,bar_bend,12,5.0,2,ok,global,,,3.7155491804561733,1.4264841857638606,0.0,False,True,14045,False,0.00038372759484696524,
bar,bar_bend,12,20.0,0,ok,global,,,9.561729284703155,1.5286224322916406,0.29137710962983976,False,True,14102,False,4.745152477483913e-06,
bar,bar_bend,12,20.0,1,ok,contained,0.5080965430998082,0.2786999119072472,9.453796957365633,0.9913975043997804,0.2893278385675714,False,True,14074,False,5.1547359610360475e-06,
bar,bar_bend,12,20.0,2,ok,global,,,9.498700267360478,1.5772992647641224,0.2824492702029192,False,True,14045,False,5.042120606834065e-06,
bar,bar_bend,12,50.0,0,ok,degenerate,,,9.561729284703155,1.1957319762671683,0.7968373280385761,True,False,14102,True,3.7966116975580184e-07,
bar,bar_bend,12,50.0,1,ok,degenerate,,,9.453796957365633,1.1533130903098197,0.7964331391217848,True,False,14074,False,5.055812241975661e-07,
bar,bar_bend,12,50.0,2,ok,degenerate,,,9.498700267360478,1.3954654763672496,0.7925240299038804,True,False,14045,False,1.500601376678145e-08,
bar,bar_bend,16,1.0,0,ok,global,,,3.8378761395757923,1.483767497639785,0.0,False,True,18721,True,0.010263030413163298,
bar,bar_bend,16,1.0,1,ok,global,,,3.7102837028517266,1.482810523208079,0.0,False,True,18644,True,0.009101444989501157,
bar,bar_bend,16,1.0,2,ok,global,,,3.723997357812399,1.3719937152870343,0.0,False,True,18671,True,0.010892589864186853,
bar,bar_bend,16,2.0,0,ok,global,,,3.841206930645599,1.518779687931246,0.0,False,True,18721,True,0.0037124360311066224,
bar,bar_bend,16,2.0,1,ok,global,,,3.674802293895264,1.504085189744175,0.0,False,True,18644,True,0.0032899439753062676,
bar,bar_bend,16,2.0,2,ok,global,,,3.7521020979338164,1.377842640947013,0.0,False,True,18671,True,0.004105367714487812,
bar,bar_bend,16,3.0,0,ok,global,,,3.8375083568166053,1.543987830655376,0.0,False,True,18721,True,0.0015163224330139074,
bar,bar_bend,16,3.0,1,ok,global,,,3.6407796001538806,1.5169057000383799,0.0,False,True,18644,True,0.001350540728521558,
bar,bar_bend,16,3.0,2,ok,global,,,3.772498177229483,1.3876725905076857,0.0,False,True,18671,False,0.0017386634296142163,
bar,bar_bend,16,5.0,0,ok,global,,,3.7865434884775095,1.5682045612127538,0.0,False,True,18721,False,0.00033615390943031833,
bar,bar_bend,16,5.0,1,ok,global,,,3.493845462302226,1.5231898676732036,0.0,False,True,18644,False,0.0003045429393083049,
